ability_id,local_language_id,short_effect,effect
126,9,Inverts [stat changes]{mechanic:stat-modifiers}.,"Whenever this Pokémon's stats would be [raised]{mechanic:stat-modifiers}, they are instead lowered by the same amount, and vice versa."
127,6,Hindert Gegner daran Beeren zu essen.,"Wenn ein Pokémon mit dieser Fähigkeit im Kampf ist, können Gegner keine getragenen Beeren essen.

Betroffene Pokémon können trotzdem []{move:bug-bite} bzw. []{move:pluck} einsetzen um die Beere des Ziels zu essen."
127,9,Prevents opposing Pokémon from eating held Berries.,"Opposing Pokémon cannot eat held Berries while this Pokémon is in battle.

Affected Pokémon can still use []{move:bug-bite} or []{move:pluck} to eat a target's Berry."
128,6,Erhöht den []{mechanic:attack} um 2 [Stufen]{mechanic:stat-modifier} wenn ein Statuswert gesenkt wird.,"Wenn ein Statuswert eines Pokémon mit dieser Fähigkeit [gesenkt]{mechanic:stat-modifier} wird, wird sein []{mechanic:attack} um 2 [Stufen]{mechanic:stat-modifier} erhöht.

Wenn mehrere Statuswerte [gesenkt]{mechanic:stat-modifier} löst die Fähigkeit für jeden Statuswert aus."
128,9,Raises [Attack]{mechanic:attack} two [stages]{mechanic:stat-modifier} upon having any stat lowered.,"When any of this Pokémon's stats are [lowered]{mechanic:stat-modifier}, its [Attack]{mechanic:attack} rises by two stages.

If multiple stats are lowered at once, this ability takes effect with each stat lowered."
129,6,Halbiert []{mechanic:attack} und []{mechanic:special-attack} wenn nur 50% oder weniger der max []{mechanic:hp} übrig sind.,"Der []{mechanic:attack} und die []{mechanic:special-attack} eines Pokémon mit dieser Fähigkeit werden halbiert, wenn es nur noch 50% oder weniger seiner maximalen []{mechanic:hp} hat."
129,9,Halves [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} at 50% max [HP]{mechanic:hp} or less.,This Pokémon's [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} are halved when it has half its [HP]{mechanic:hp} or less.
130,6,30% Chance Attacken zu [blockieren]{move:disable} von denen das Pokémon getroffen wurde.,"Attacken die ein Pokémon mit dieser Fähigkeit treffen, haben eine 30% Chance [blockiert]{move:disable} zu werden."
130,9,Has a 30% chance of [Disabling]{move:disable} any move that hits the Pokémon.,Moves that hit this Pokémon have a 30% chance of being [Disabled]{move:disable} afterward.
131,6,30% Chance angrenzende Teampartner jede Runde von einer []{mechanic:major-status-ailment} zu heilen.,"Benachbarte Teampartner von Pokémon mit dieser Fähigkeit, haben eine 30% Chance am Ende jeder Runde von einer []{mechanic:major-status-ailment} geheilt zu werden."
131,9,Has a 30% chance of curing each adjacent ally of any [major status ailment]{mechanic:major-status-ailment} after each turn.,Friendly Pokémon next to this Pokémon in double and triple battles each have a 30% chance of being cured of any [major status ailment]{mechanic:major-status-ailment} after each turn.
132,6,Verringert allen von Teampartnern erlitten Schaden um 75%.,"Alle Teampartner von Pokémon mit dieser Fähigkeit erhalten nur 0,75× so viel Schaden durch Attacken während das Pokémon im Kampf ist.

Der Effekt stapelt, wenn mehrere Pokémon mit dieser Fähigkeit im Kampf sind."
132,9,Decreases all direct damage taken by friendly Pokémon to 0.75×.,"All friendly Pokémon take 0.75× as much direct damage from moves while this Pokémon is in battle.

This effect stacks if multiple allied Pokémon have it."
133,6,"Erhöht die []{mechanic:speed} und senkt die []{mechanic:defense} um eine Stufe, wenn es von einer physischen Attacke getroffen wird.","Wenn ein Pokémon mit dieser Fähigkeit von einer physischen Attacke getroffen wird, wird seine []{mechanic:speed} um eine Stufe erhöht und seine []{mechanic:defense} um 1 Stufe gesenkt.

Attacken die mehrmals treffen lösen bei jedem Treffer diese Fähigkeit aus."
133,9,Raises [Speed]{mechanic:speed} and lowers [Defense]{mechanic:defense} by one stage each upon being hit by a physical move.,"Whenever a physical move hits this Pokémon, its [Speed]{mechanic:speed} rises one stage and its [Defense]{mechanic:defense} falls one stage.

This ability triggers on every hit of a multiple-hit move."
134,6,Verdoppelt das Gewicht des Pokémon.,"Pokémon mit dieser Fähigkeit haben ein doppelt so hohes Gewicht, wie andere von der selben Spezies."
134,9,Doubles the Pokémon's weight.,This Pokémon has double the usual weight for its species.
135,6,Halbiert das Gewicht des Pokémon.,"Pokémon mit dieser Fähigkeit haben ein halb so hohes Gewicht, wie andere von der selben Spezies."
135,9,Halves the Pokémon's weight.,This Pokémon has half the usual weight for its species.
136,6,Halbiert den erlittenen Schaden bei vollen []{mechanic:hp}.,"Pokémon mit dieser Fähigkeit erleiden nur halben Schaden, wenn sie volle []{mechanic:hp} haben."
136,9,Halves damage taken from full [HP]{mechanic:hp}.,This Pokémon takes half as much damage when it is hit having full [HP]{mechanic:hp}.
137,6,"Erhöht den []{mechanic:attack} um 50%, wenn das Pokémon [vergiftet]{mechanic:poison} ist.","Pokémon mit dieser Fähigkeit haben einen 1,5× so hohen []{mechanic:attack}, wenn sie [vergiftet]{mechanic:poison} sind."
137,9,Increases [Attack]{mechanic:attack} to 1.5× when [poisoned]{mechanic:poison}.,This Pokémon has 1.5× its [Attack]{mechanic:attack} when [poisoned]{mechanic:poison}.
138,6,"Erhöht den []{mechanic:special-attack} um 50%, wenn das Pokémon [brennt]{mechanic:burn}.","Pokémon mit dieser Fähigkeit haben einen 1,5× so hohen []{mechanic:special-attack}, wenn sie [brennen]{mechanic:burn}."
138,9,Increases [Special Attack]{mechanic:special-attack} to 1.5× when [burned]{mechanic:burn}.,This Pokémon has 1.5× its [Special Attack]{mechanic:special-attack} when [burned]{mechanic:burn}.
139,6,"50% Chance nach jeder Runde eine verbrauchte Beere wiederherzustellen, wenn in der Zwischenzeit kein anderes Item erlangt wurde.","Pokémon mit dieser Fähigkeit haben nach jeder Runde eine Chance von 50% eine verbrauchte Beere wiederherzustellen, wenn das letzte verbrauchte Item eine Beere war und es gerade kein Item trägt. Bei [starkem Sonnenlicht]{mechanic:strong-sunlight} ist die Chance 100%."
139,9,Has a 50% chance of restoring a used Berry after each turn if the Pokémon has held no items in the meantime.,"After each turn, if the last item this Pokémon consumed was a Berry and it is not currently holding an item, it has a 50% chance of regaining that Berry, or a 100% chance during [strong sunlight]{mechanic:strong-sunlight}."
140,6,Schützt vor Attacken von Partner die Schaden anrichten.,"Pokémon mit dieser Fähigkeit erleiden keinen Schaden von Attacken von Teampartnern, inklusive solchen Attacken die nur ein Ziel treffen und direkt auf das Pokémon gerichtet sind."
140,9,Protects against friendly Pokémon's damaging moves.,"This Pokémon does not take damage from friendly Pokémon's moves, including single-target moves aimed at it."
141,6,Erhöht einen zufälligen Statuswert um 2 [Stufen]{mechanic:stat-modifier} und senkt einen anderen um 1 [Stufe]{mechanic:stat-modifier} nach jeder Runde.," Nach jeder Runde erhöht sich ein zufälliger Statuswert von Pokémon mit dieser Fähigkeit um 2 [Stufen]{mechanic:stat-modifier} und ein anderer wird um 1 [Stufe]{mechanic:stat-modifier} gesenkt.

Wenn ein Statuswert bereits -6 oder +6 Stufen erreicht hat, wird er nicht zufällig ausgewählt."
141,9,Raises a random stat two [stages]{mechanic:stat-modifier} and lowers another one stage after each turn.,"After each turn, one of this Pokémon's stats at random rises two [stages]{mechanic:stat-modifier}, and another falls one stage.

If a stat is already at 6 or -6 stages, it will not be chosen to be increased or decreased, respectively."
142,6,Schützt vor Schäden durch []{mechanic:weather}.,Pokémon mit dieser Fähigkeit erhalten keinen Schaden durch [Wettereffekte]{mechanic:weather}.
142,9,Protects against damage from [weather]{mechanic:weather}.,This Pokémon does not take damage from [weather]{mechanic:weather}.
143,6,"30% Chance, den Gegner bei Kontakt zu [vergiften]{mechanic:poison}.","Die Attacken mit Kontakt von Pokémon mit dieser Fähigkeit haben mit jedem Schlag eine 30% Chance das Ziel zu [vergiften]{mechanic:poison}.

Das zählt als Zusatzeffekt im Sinne von []{ability:shield-dust}. Diese Fähigkeit löst vor []{ability:mummy} aus."
143,9,Has a 30% chance of [poisoning]{mechanic:poison} target Pokémon upon contact.,"This Pokémon's contact moves have a 30% chance of [poisoning]{mechanic:poison} the target with each hit.

This counts as an extra effect for the purposes of []{ability:shield-dust}.  This ability takes effect before []{ability:mummy}."
144,6,Heilt beim Auswechseln 1/3 der max []{mechanic:hp}.,"Pokémon mit dieser Fähigkit heilen 1/3 ihrer maximalen []{mechanic:hp}, wenn sie aus irgend einem anderen Grund als besiegt zu werden ausgewechselt werden.

Die Fähigkeit löst nicht aus, wenn der Kampf endet."
144,9,Heals for 1/3 max [HP]{mechanic:hp} upon switching out.,"This Pokémon regains 1/3 of its maximum [HP]{mechanic:hp} when it is switched out for another Pokémon under any circumstances other than having fainted.

This ability does not take effect when a battle ends."
145,6,Schützt vor dem [Absenken]{mechanic:stat-modifier} der []{mechanic:defense}.,"Die []{mechanic:defense} von Pokémon mit dieser Fähigkeit kann nicht von anderen Pokémon [gesenkt]{mechanic:stat-modifier} werden.

Das Pokémon kann nagative []{mechanic:defense} durch []{move:heart-swap} oder []{move:guard-swap} erhalten."
145,9,Protects against [Defense]{mechanic:defense} drops.,"This Pokémon's [Defense]{mechanic:defense} cannot be [lowered]{mechanic:stat-modifiers} by other Pokémon.

This Pokémon can still be passed negative Defense modifiers through []{move:heart-swap} or []{move:guard-swap}."
146,6,Verdoppelt die []{mechanic:speed} während eines [Sandsturms]{mechanic:sandstorm}. Schützt vor Schäden durch [Sandstürme]{mechanic:sandstorm}.,"Pokémon mit dieser Fähigkeit erleiden im []{mechanic:sandstorm} unabhängig von ihrem Typ keinen Schaden und ihre []{mechanic:speed} wird verdoppelt, solange der []{mechanic:sandstorm} anhält."
146,9,Doubles [Speed]{mechanic:speed} during a [sandstorm]{mechanic:sandstorm}.  Protects against sandstorm damage.,"This Pokémon's [Speed]{mechanic:speed} is doubled during a [sandstorm]{mechanic:sandstorm}, and it does not take sandstorm damage, regardless of type."
147,6,Verringert die []{mechanic:accuracy} von ankommenden Attacken ohne Schaden auf 50%.,"Attacken ohne Schaden die auf ein Pokémon mit dieser Fähigkeit zielen, haben eine [Basisgenauigkeit]{mechanic:accuracy} von 50%."
147,9,Lowers incoming non-damaging moves' base [accuracy]{mechanic:accuracy} to exactly 50%.,Non-damaging moves have exactly 50% base [accuracy]{mechanic:accuracy} against this Pokémon.
148,6,"Verstärkt Attacken um 30%, wenn das Pokémon als Letztes agiert.","Attacken von Pokémon mit dieser Fähigkeit, haben 1,3× so viel Stärke, wenn das Pokémon als Letztes angreift.

[]{move:future-sight} und []{move:doom-desire} sind nicht betroffen."
148,9,Strengthens moves to 1.3× their power when moving last.,"This Pokémon's moves have 1.3× their power when it moves last in a turn.

[]{move:future-sight} and []{move:doom-desire} are unaffected."
149,6,Nimmt beim Betreten des Kampfes die Form des letzten Teampokémon das nicht besiegt ist an und behält diese bis es zum ersten Mal getroffen wird.,"Pokémon mit dieser Fähigkeit betreten den Kampf in Form des letzten nicht besiegten Pokémon im Team. Dabei erscheint es als dieselbe Species und hat den selben Namen und Pokéball wie das letzte kampffähige Pokémon im Team. Die Illusion erlischt beim ersten Treffer von einer Attacke die Schaden verursacht.

Anderer Schaden, wie der vom []{mechanic:weather} oder von []{move:spikes}, zerstört die Illusion nicht, genauso wie Schaden der vom []{move:substitute} abgefangen wird.

Wenn die Teampokémon während des Kampfes durch Austausch verändert wurde, wird die geänderte Reihenfolge beim Annehmen der Form beachtet."
149,9,Takes the appearance of the last conscious party Pokémon upon being sent out until hit by a damaging move.,"This Pokémon, upon being sent out, appears to have the species, nickname, and Poké Ball of the last Pokémon in the party that is able to battle.  This illusion breaks upon being hit by a damaging move.

Other damage, e.g. from [weather]{mechanic:weather} or []{move:spikes}, does not break the illusion, nor does damage done to a []{move:substitute}.

If the party order becomes temporarily shuffled around as Pokémon are switched out in battle, this ability chooses the last Pokémon according to that shuffled order."
150,6,[Verwandelt]{move:transform} sich beim Betreten des Kampfes in den Gegner.,Pokémon mit dieser Fähigkeit kopieren einen zufälligen Gegner. Der Effekt ist identisch mit []{move:transform}.
150,9,[Transforms]{move:transform} upon entering battle.,This Pokémon transforms into a random opponent upon entering battle.  This effect is identical to the move []{move:transform}.
151,6,"Umgeht []{move:light-screen}, []{move:reflect} und []{move:safeguard}.","Pokémon mit dieser Fähigkeit ignorieren []{move:light-screen}, []{move:reflect} und []{move:safeguard}."
151,9,"Bypasses []{move:light-screen}, []{move:reflect}, and []{move:safeguard}.","This Pokémon's moves ignore []{move:light-screen}, []{move:reflect}, and []{move:safeguard}."
152,6,Ändert bei Kontakt die Fähigkeit von Angreifern in Mumie.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke mit Kontakt getroffen wird, ändert sich die Fähigkeit des Gegners in Mumie.

[]{ability:multitype} ist nicht betroffen. Wenn das Pokémon von einem mit der Fähigkeit []{ability:moxie} besiegt wird, ändert sich dessen Fähigkeit ohne ihren Effekt auszulösen."
152,9,Changes attacking Pokémon's abilities to Mummy on contact.,"Whenever a contact move hits this Pokémon, the attacking Pokémon's ability changes to Mummy.

[]{ability:multitype} is unaffected.  If a Pokémon with []{ability:moxie} knocks this Pokémon out, the former's ability will change without taking effect."
153,6,"Erhöht den []{mechanic:attack} um 1 [Stufe]{mechanic:stat-modifier}, wenn es einen Gegner besiegt.","Der []{mechanic:attack} von Pokémon mit dieser Fähigkeit erhöht sich um 1 [Stufe]{mechanic:stat-modifier}, wenn es einen Gegner oder einen Teampartner besiegt.

Die Fähigkeit löst nicht aus, wenn der Gegner indirekt besiegt wird, z.B. durch []{mechanic:poison} oder []{move:spikes}.

Wenn der besiegte Gegner die Fähigkeit []{ability:mummy} hat, ändert sich die Fähigkeit ohne den alten Effekt auszulösen."
153,9,Raises [Attack]{mechanic:attack} one stage upon KOing a Pokémon.,"This Pokémon's [Attack]{mechanic:attack} rises one stage upon knocking out another Pokémon, even a friendly Pokémon.

This ability does not take effect when the Pokémon indirectly causes another Pokémon to faint, e.g. through [poison]{mechanic:poison} or []{move:spikes}.

If this Pokémon knocks out a Pokémon with []{ability:mummy}, the former's ability will change without taking effect."
154,6,"Erhöht den []{mechanic:attack} um 1 [Stufe]{mechanic:stat-modifier}, wenn es von []{type:dark} Attacken getroffen wird.","Wenn ein Pokémon mit dieser Fähigkeit von einer []{type:dark} Attacke getroffen wird, wird sein []{mechanic:attack} um 1 [Stufe]{mechanic:stat-modifier} erhöht.

Die Attacke wird nicht beeinflusst."
154,9,Raises [Attack]{mechanic:attack} one stage upon taking damage from a []{type:dark} move.,"Whenever a []{type:dark}-type move hits this Pokémon, its [Attack]{mechanic:attack} rises one [stage]{mechanic:stat-modifier}.

The move is not negated in any way."
155,6,"Erhöht die []{mechanic:speed} um 1 [Stufe]{mechanic:stat-modifier}, wenn es von []{type:dark}, []{type:ghost} oder []{type:bug} Attacken getroffen wird.","Die []{mechanic:speed} erhöht sich mit jedem Treffer einer []{type:dark}, []{type:ghost} oder []{type:bug} Attacke um 1 [Stufe]{mechanic:stat-modifier}."
155,9,"Raises [Speed]{mechanic:speed} one [stage]{mechanic:stat-modifier} upon being hit by a []{type:dark}, []{type:ghost}, or []{type:bug} move.","This Pokémon's [Speed]{mechanic:speed} rises one stage with each hit from a damaging []{type:dark}-, []{type:ghost}-, or []{type:bug}-type move."
156,6,Reflektiert die meisten Attacken ohne Schaden zum Angreifer zurück.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke getroffen wird die als Reflektierbar gekennzeichnet ist, wird die Attacke zum Angreifer zurückgeworfen.

Alle reflektierbaren Attacken verursachen keinen Schaden und die meisten Attacken die keinen Schaden verursachen sind als reflektierbar gekennzeichnet.

Eine Attacke die von dieser Fähigkeit oder von []{move:magic-coat} reflektiert wurde, kann nicht zurückreflektiert werden."
156,9,Reflects most non-damaging moves back at their user.,"When this Pokémon is targeted by a move flagged as being reflectable, the move is redirected to its user.

All reflectable moves are non-damaging, and most non-damaging moves that target other Pokémon are reflectable.

A move reflected by this ability or []{move:magic-coat} cannot be reflected back."
157,6,Absorbiert []{type:grass} Attacken und erhöhrt dabei den []{mechanic:attack} um 1 [Stufe]{mechanic:stat-modifier}.,"Wenn ein Pokémon mit dieser Fähigkeit von einer []{type:grass} Attacke getroffen wird, steigt sein []{mechanic:attack} um 1 [Stufe]{mechanic:stat-modifier}, wobei jeder andere Effekt entfernt wird."
157,9,"Absorbs []{type:grass} moves, raising [Attack]{mechanic:attack} one [stage]{mechanic:stat-modifier}.","Whenever a []{type:grass}-type move hits this Pokémon, its [Attack]{mechanic:attack} rises one [stage]{mechanic:stat-modifier}, negating any other effect on it."
158,6,Erhöht die []{mechanic:priority} von Attacken ohne Schaden um 1 Stufe.,"Wenn ein Pokémon diese Fähigkeit hat, erhöht sich die []{mechanic:priority} seiner Attacken die keinen Schaden anrichten um 1 Stufe."
158,9,Raises non-damaging moves' priority by one stage.,This Pokémon's non-damaging moves have their priority increased by one stage.
159,6,"Verstärkt []{type:rock}, []{type:ground} und []{type:steel} Attacken um 30% während eines [Sandsturms]{mechanic:sandstorm}. Schützt vor Schäden durch [Sandstürme]{mechanic:sandstorm}.","Die []{type:rock}, []{type:ground} und []{type:steel} Attacken von Pokémon mit dieser Fähigkeit haben während eines [Sandsturms]{mechanic:sandstorm} 1,3× so viel Basisstärke wie sonst. Das Pokémon erleidet keinen Schaden durch [Sandstürme]{mechanic:sandstorm}, unabhängig von seinem Typ."
159,9,"Strengthens []{type:rock}, []{type:ground}, and []{type:steel} moves to 1.3× their power during a [sandstorm]{mechanic:sandstorm}.  Protects against sandstorm damage.","During a [sandstorm]{mechanic:sandstorm}, this Pokémon's []{type:rock}-, []{type:ground}-, and []{type:steel}-type moves have 1.3× their base power.  This Pokémon does not take sandstorm damage, regardless of type."
160,6,Angreifer erleiden bei Kontakt 1/8 ihrer max []{mechanic:hp} Schaden.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke mit Kontakt getroffen wird, erleidet der Angreifer 1/8 seiner maximalen []{mechanic:hp} Schaden.

Diese Fähigkeit ist identisch mit []{ability:rough-skin}."
160,9,Damages attacking Pokémon for 1/8 their max [HP]{mechanic:hp} on contact.,"Whenever a move makes contact with this Pokémon, the move's user takes 1/8 of its maximum [HP]{mechanic:hp} in damage.

This ability functions identically to []{ability:rough-skin}."
161,6,"Ändert jede Runde die Form von []{pokemon:darmanitan} abhängig von seinen []{mechanic:hp}: Zen Modus bei weniger als 50% der max []{mechanic:hp}, ansonsten Standard Modus.","[]{pokemon:darmanitan} wechselt am Ende jeder Runde zwischen dem Standard Modus und dem Zen Modus, abhängig von seinen []{mechanic:hp}. Wenn es weniger als 50% seiner maximalen []{mechanic:hp} hat, wechselt es zum Zen Modus, bei 50% oder mehr zum Standard Modus.

[]{pokemon:darmanitan} wechselt zum Standard Modus beim Beenden des Kampfes oder wenn es die Fähigkeit verliert. Die Fähigkeit hat keinen Effekt für Pokémon außer []{pokemon:darmanitan}."
161,9,"Changes []{pokemon:darmanitan}'s form after each turn depending on its [HP]{mechanic:hp}: Zen Mode below 50% max HP, and Standard Mode otherwise.","This Pokémon switches between Standard Mode and Zen Mode after each turn depending on its [HP]{mechanic:hp}.  Below 50% of its maximum HP, it switches to Zen Mode, and at 50% or above, it switches to Standard Mode.

This Pokémon returns to Standard Mode upon leaving battle or losing this ability.  This ability has no effect if this Pokémon is not a []{pokemon:darmanitan}."
162,6,Erhöht die []{mechanic:accuracy} von Partnern um 10%.,"Die []{mechanic:accuracy} der Attacken von Pokémon ist 1,1× so hoch wie sonst, solange ein Pokémon mit dieser Fähigkeit im Team ist."
162,9,Increases moves' accuracy to 1.1× for friendly Pokémon.,"All friendly Pokémon's moves, including this Pokémon's own moves, have 1.1× their usual accuracy while this Pokémon is in battle."
163,6,"Umgeht die gegnerische Fähigkeit, wenn sie eine Attacke verhindern kann.","Die Attacken von Pokémon mit dieser Fähigkeit ignorieren Fähigkeiten, die die Attacke am Funktionieren hindern oder ihre Effekte beeinflussen.

Beispiel: Die Attacken ignorieren Fähigkeiten die sie komplett verhindern würden, wie []{ability:water-absorb}, Fähigkeiten die einen der Effekte verhindern würden, wie z.B. []{ability:clear-body}, []{ability:shell-armor} oder []{ability:sticky-hold} und Fähigkeiten die einen generellen schützenden Vorteil brächten, wie []{ability:simple}, []{ability:snow-cloak} oder []{ability:thick-fat}. Wenn eine Fähigkeit die Attacke behindern oder ihr helfen würde, wie []{ability:dry-skin} oder []{ability:unaware}, wird sie ebenfalls ignoriert.

Fähigkeiten die dieser Beschreibung nicht entsprechen, selbst wenn sie eine Attacke behindern könnten, werden nicht verhindert. Zum Beispiel beeinflusst []{ability:cursed-body} nur mögliche zukünftige Anwendungen der Attacke, während []{ability:liquid-ooze} und []{ability:shadow-tag} nur den Effekt der Attacke auf den Anwender verhindern. Die Attacke kann keine Typ- oder Form-Änderungen verhindern die durch Fähigkeiten ausgelöst werden, zum Beispiel []{ability:color-change} oder []{ability:forecast}, genauso wie Effekte die von Fähigkeiten verursacht wurden aber nicht mehr an die Fähigkeit gebunden sind, so wie der []{mechanic:rain} von []{ability:drizzle}. Die Fähigkeit kann []{ability:multitype} nicht verhindern.

Eine Fähigkeit die von dieser Fähigkeit ignoriert wird, wird nur überbrückt, während die Attacke eingesetzt wird. Beispiel: Die Attacken von Pokémon mit dieser Fähigkeit können ein Pokémon mit []{ability:limber} [paralysieren]{mechanic:paralysis} aber []{ability:limber} wird sich aktivieren und die Paralyse direkt danach heilen. Außerdem werden die [Stacheln]{move:spikes} dieses Pokémons nicht von dieser Fähigkeit beeinflusst, nachdem sie platziert wurden.

Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, werden alle Trainer über diese Fähigkeit benachrichtigt.

Die Fähigkeit ist identisch mit []{ability:teravolt} und []{ability:mold-breaker}."
163,9,Bypasses targets' abilities if they could hinder or prevent moves.,"This Pokémon's moves completely ignore abilities that could hinder or prevent their effect on the target.

For example, this Pokémon's moves ignore abilities that would fully negate them, such as []{ability:water-absorb}; abilities that would prevent any of their effects, such as []{ability:clear-body}, []{ability:shell-armor}, or []{ability:sticky-hold}; and abilities that grant any general protective benefit, such as []{ability:simple}, []{ability:snow-cloak}, or []{ability:thick-fat}.  If an ability could either hinder or help this Pokémon's moves, e.g. []{ability:dry-skin} or []{ability:unaware}, the ability is ignored either way.

Abilities that do not fit this description, even if they could hinder moves in some other way, are not affected.  For example, []{ability:cursed-body} only affects potential future uses of the move, while []{ability:liquid-ooze} and []{ability:shadow-tag} can only hinder a move's effect on the user.  This ablity cannot ignore type or form changes granted by abilities, for example []{ability:color-change} or []{ability:forecast}; nor effects that were caused by abilities but are no longer tied to an ability, such as the rain from []{ability:drizzle}.  This ability cannot ignore []{ability:multitype} at all.

An ability ignored by this ability is only nullified while the move is being used.  For example, this Pokémon's moves can [paralyze]{mechanic:paralysis} a Pokémon with []{ability:limber}, but Limber will activate and heal the paralysis immediately thereafter, and this Pokémon's []{move:spikes} are not affected by this ability after they have been placed.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

This ability functions identically to []{ability:mold-breaker} and []{ability:teravolt}."
164,6,"Umgeht die gegnerische Fähigkeit, wenn sie eine Attacke verhindern kann.","Die Attacken von Pokémon mit dieser Fähigkeit ignorieren Fähigkeiten, die die Attacke am Funktionieren hindern oder ihre Effekte beeinflussen.

Beispiel: Die Attacken ignorieren Fähigkeiten die sie komplett verhindern würden, wie []{ability:water-absorb}, Fähigkeiten die einen der Effekte verhindern würden, wie z.B. []{ability:clear-body}, []{ability:shell-armor} oder []{ability:sticky-hold} und Fähigkeiten die einen generellen schützenden Vorteil brächten, wie []{ability:simple}, []{ability:snow-cloak} oder []{ability:thick-fat}. Wenn eine Fähigkeit die Attacke behindern oder ihr helfen würde, wie []{ability:dry-skin} oder []{ability:unaware}, wird sie ebenfalls ignoriert.

Fähigkeiten die dieser Beschreibung nicht entsprechen, selbst wenn sie eine Attacke behindern könnten, werden nicht verhindert. Zum Beispiel beeinflusst []{ability:cursed-body} nur mögliche zukünftige Anwendungen der Attacke, während []{ability:liquid-ooze} und []{ability:shadow-tag} nur den Effekt der Attacke auf den Anwender verhindern. Die Attacke kann keine Typ- oder Form-Änderungen verhindern die durch Fähigkeiten ausgelöst werden, zum Beispiel []{ability:color-change} oder []{ability:forecast}, genauso wie Effekte die von Fähigkeiten verursacht wurden aber nicht mehr an die Fähigkeit gebunden sind, so wie der []{mechanic:rain} von []{ability:drizzle}. Die Fähigkeit kann []{ability:multitype} nicht verhindern.

Eine Fähigkeit die von dieser Fähigkeit ignoriert wird, wird nur überbrückt, während die Attacke eingesetzt wird. Beispiel: Die Attacken von Pokémon mit dieser Fähigkeit können ein Pokémon mit []{ability:limber} [paralysieren]{mechanic:paralysis} aber []{ability:limber} wird sich aktivieren und die Paralyse direkt danach heilen. Außerdem werden die [Stacheln]{move:spikes} dieses Pokémons nicht von dieser Fähigkeit beeinflusst, nachdem sie platziert wurden.

Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, werden alle Trainer über diese Fähigkeit benachrichtigt.

Die Fähigkeit ist identisch mit []{ability:mold-breaker} und []{ability:turboblaze}."
164,9,Bypasses targets' abilities if they could hinder or prevent moves.,"This Pokémon's moves completely ignore abilities that could hinder or prevent their effect on the target.

For example, this Pokémon's moves ignore abilities that would fully negate them, such as []{ability:water-absorb}; abilities that would prevent any of their effects, such as []{ability:clear-body}, []{ability:shell-armor}, or []{ability:sticky-hold}; and abilities that grant any general protective benefit, such as []{ability:simple}, []{ability:snow-cloak}, or []{ability:thick-fat}.  If an ability could either hinder or help this Pokémon's moves, e.g. []{ability:dry-skin} or []{ability:unaware}, the ability is ignored either way.

Abilities that do not fit this description, even if they could hinder moves in some other way, are not affected.  For example, []{ability:cursed-body} only affects potential future uses of the move, while []{ability:liquid-ooze} and []{ability:shadow-tag} can only hinder a move's effect on the user.  This ablity cannot ignore type or form changes granted by abilities, for example []{ability:color-change} or []{ability:forecast}; nor effects that were caused by abilities but are no longer tied to an ability, such as the rain from []{ability:drizzle}.  This ability cannot ignore []{ability:multitype} at all.

An ability ignored by this ability is only nullified while the move is being used.  For example, this Pokémon's moves can [paralyze]{mechanic:paralysis} a Pokémon with []{ability:limber}, but Limber will activate and heal the paralysis immediately thereafter, and this Pokémon's []{move:spikes} are not affected by this ability after they have been placed.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

This ability functions identically to []{ability:mold-breaker} and []{ability:turboblaze}."
165,6,Schützt Verbündete vor mentalen Attacken.,"Pokémon sind vor mentalen Attacken wie []{move:attract}, []{move:disable}, []{move:taunt} oder []{move:encore} geschützt, solange sich ein Pokémon mit dieser Fähigkeit im Team befindet. Das gilt auch, für das Pokémon selbst."
165,9,Protects allies against moves that affect their mental state.,Protects allies against moves that affect their mental state.
166,6,Beschützt verbündete []{type:grass} Pokémon for negativen [Statuswerteänderungenen]{mechanic:stat-modifier}.,"[]{type:grass} Pokémon können durch Gegner keine negativen []{mechanic:stat-modifier} erleiden, solange sich ein Pokémon mit dieser Fähigkeit im Team befindet.

Das betrifft nur direkte [Statuswerteänderungenen]{mechanic:stat-modifier}, der []{mechanic:speed} Malus von []{mechanic:paralysis} wird nicht verhindert, genauso wie selbstverursachte [Statuswerteänderungenen]{mechanic:stat-modifier} wie z.B. durch []{move:leaf-storm}."
166,9,Protects friendly []{type:grass} Pokémon from having their stats lowered by other Pokémon.,Protects friendly []{type:grass} Pokémon from having their stats lowered by other Pokémon.
