item_id,local_language_id,short_effect,effect
72,5,Aucun effet. Peut être échangé pour des objets ou capacités.,"Aucun effet.

Dans Diamant et Perle, en échanger dix pour une [CT]{item:tm11} []{move:sunny-day} dans la maison située à mi-chemin dans la partie sud de []{location:sinnoh-route-212}.

Dans Platine, à échanger aux [maîtres de capacités]{mechanic:move-tutor} sur la []{location:sinnoh-route-212}, à []{location:snowpoint-city} et dans la []{location:survival-area}.  Huit fragments au total sont nécessaires par tutorat, mais la combinaison particulière de couleurs varie selon la capacité.

Dans HeartGold et SoulSilver, en échanger un pour une []{item:cheri-berry}, une []{item:leppa-berry} et une []{item:pecha-berry} auprès du Jongleur près du Centre Pokémon à []{location:violet-city}.

Dans HeartGold et SoulSilver, en échanger un pour une []{item:persim-berry}, une []{item:pomeg-berry} et une []{item:razz-berry} auprès du Jongleur près de l'entrée du []{location:pal-park} à []{location:fuchsia-city}."
72,9,No effect. Can be traded for items or moves.,"No effect.

In Diamond and Pearl, trade ten for a []{move:sunny-day} [TM]{item:tm11} in the house midway along the southern section of []{location:sinnoh-route-212}.

In Platinum, trade to [move tutors]{mechanic:move-tutor} on []{location:sinnoh-route-212}, in []{location:snowpoint-city}, and in the []{location:survival-area}.  Eight shards total are required per tutelage, but the particular combination of colors varies by move.

In HeartGold and SoulSilver, trade one for a []{item:cheri-berry}, a []{item:leppa-berry}, and a []{item:pecha-berry} with the Juggler near the Pokémon Center in []{location:violet-city}.

In HeartGold and SoulSilver, trade one for a []{item:persim-berry}, a []{item:pomeg-berry}, and a []{item:razz-berry} with the Juggler near the []{location:pal-park} entrance in []{location:fuchsia-city}."
73,5,Aucun effet. Peut être échangé pour des objets ou capacités.,"Aucun effet.

Dans Diamant et Perle, en échanger dix pour une [CT]{item:tm18} []{move:rain-dance} dans la maison située à mi-chemin dans la partie sud de []{location:sinnoh-route-212}.

Dans Platine, à échanger aux [maîtres de capacités]{mechanic:move-tutor} sur la []{location:sinnoh-route-212}, à []{location:snowpoint-city} et dans la []{location:survival-area}.  Huit fragments au total sont nécessaires par tutorat, mais la combinaison particulière de couleurs varie selon la capacité.

Dans HeartGold et SoulSilver, en échanger un pour une []{item:chesto-berry}, une []{item:oran-berry} et une []{item:wiki-berry} auprès du Jongleur près du Centre Pokémon à []{location:violet-city}.

Dans HeartGold et SoulSilver, en échanger un pour une []{item:bluk-berry}, une []{item:cornn-berry} et une []{item:kelpsy-berry} auprès du Jongleur près de l'entrée du []{location:pal-park} à []{location:fuchsia-city}."
73,9,No effect. Can be traded for items or moves.,"No effect.

In Diamond and Pearl, trade ten for a []{move:rain-dance} [TM]{item:tm18} in the house midway along the southern section of []{location:sinnoh-route-212}.

In Platinum, trade to [move tutors]{mechanic:move-tutor} on []{location:sinnoh-route-212}, in []{location:snowpoint-city}, and in the []{location:survival-area}.  Eight shards total are required per tutelage, but the particular combination of colors varies by move.

In HeartGold and SoulSilver, trade one for a []{item:chesto-berry}, an []{item:oran-berry}, and a []{item:wiki-berry} with the Juggler near the Pokémon Center in []{location:violet-city}.

In HeartGold and SoulSilver, trade one for a []{item:bluk-berry}, a []{item:cornn-berry}, and a []{item:kelpsy-berry} with the Juggler near the []{location:pal-park} entrance in []{location:fuchsia-city}."
74,5,Aucun effet. Peut être échangé pour des objets ou capacités.,"Aucun effet.

Dans Diamant et Perle, en échanger dix pour une [CT]{item:tm37} []{move:sandstorm} dans la maison située à mi-chemin dans la partie sud de []{location:sinnoh-route-212}.

Dans Platine, à échanger aux [maîtres de capacités]{mechanic:move-tutor} sur la []{location:sinnoh-route-212}, à []{location:snowpoint-city} et dans la []{location:survival-area}.  Huit fragments au total sont nécessaires par tutorat, mais la combinaison particulière de couleurs varie selon la capacité.

Dans HeartGold et SoulSilver, en échanger un pour une []{item:aspear-berry}, une []{item:iapapa-berry} et une []{item:sitrus-berry} auprès du Jongleur près du Centre Pokémon à []{location:violet-city}.

Dans HeartGold et SoulSilver, en échanger un pour une []{item:grepa-berry}, une []{item:nomel-berry} et une []{item:pinap-berry} auprès du Jongleur près de l'entrée du []{location:pal-park} à []{location:fuchsia-city}."
74,9,No effect. Can be traded for items or moves.,"No effect.

In Diamond and Pearl, trade ten for a []{move:sandstorm} [TM]{item:tm37} in the house midway along the southern section of []{location:sinnoh-route-212}.

In Platinum, trade to [move tutors]{mechanic:move-tutor} on []{location:sinnoh-route-212}, in []{location:snowpoint-city}, and in the []{location:survival-area}.  Eight shards total are required per tutelage, but the particular combination of colors varies by move.

In HeartGold and SoulSilver, trade one for an []{item:aspear-berry}, a []{item:iapapa-berry}, and a []{item:sitrus-berry} with the Juggler near the Pokémon Center in []{location:violet-city}.

In HeartGold and SoulSilver, trade one for a []{item:grepa-berry}, a []{item:nomel-berry}, and a []{item:pinap-berry} with the Juggler near the []{location:pal-park} entrance in []{location:fuchsia-city}."
75,5,Aucun effet. Peut être échangé pour des objets ou capacités.,"Aucun effet.

Dans Diamant et Perle, en échanger dix pour une [CT]{item:tm07} []{move:hail} dans la maison située à mi-chemin dans la partie sud de []{location:sinnoh-route-212}.

Dans Platine, à échanger aux [maîtres de capacités]{mechanic:move-tutor} sur la []{location:sinnoh-route-212}, à []{location:snowpoint-city} et dans la []{location:survival-area}.  Huit fragments au total sont nécessaires par tutorat, mais la combinaison particulière de couleurs varie selon la capacité.

Dans HeartGold et SoulSilver, en échanger un pour une []{item:aguav-berry}, une []{item:lum-berry} et une []{item:rawst-berry} auprès du Jongleur près du Centre Pokémon à []{location:violet-city}.

Dans HeartGold et SoulSilver, en échanger un pour une []{item:durin-berry}, une []{item:hondew-berry} et une []{item:wepear-berry} auprès du Jongleur près de l'entrée du []{location:pal-park} à []{location:fuchsia-city}."
75,9,No effect. Can be traded for items or moves.,"No effect.

In Diamond and Pearl, trade ten for a []{move:hail} [TM]{item:tm07} in the house midway along the southern section of []{location:sinnoh-route-212}.

In Platinum, trade to [move tutors]{mechanic:move-tutor} on []{location:sinnoh-route-212}, in []{location:snowpoint-city}, and in the []{location:survival-area}.  Eight shards total are required per tutelage, but the particular combination of colors varies by move.

In HeartGold and SoulSilver, trade one for an []{item:aguav-berry}, a []{item:lum-berry}, and a []{item:rawst-berry} with the Juggler near the Pokémon Center in []{location:violet-city}.

In HeartGold and SoulSilver, trade one for a []{item:durin-berry}, a []{item:hondew-berry}, and a []{item:wepear-berry} with the Juggler near the []{location:pal-park} entrance in []{location:fuchsia-city}."
76,5,"Pendant 200 pas, empêche les rencontres sauvages de niveau inférieur au Pokémon en tête de votre équipe.","Utilisé en dehors d'un combat 
:   Le dresseur passe les rencontres avec les Pokémon sauvages d'un niveau inférieur à celui du Pokémon en tête d'équipe. Cet effet prend fin après que le dresseur marche 200 pas."
76,9,"For 200 steps, prevents wild encounters of level lower than your party’s lead Pokémon.","Used outside of battle
:   Trainer will skip encounters with wild Pokémon of a lower level than the lead party Pokémon.  This effect wears off after the trainer takes 200 steps."
77,5,"Pendant 250 pas, empêche les rencontres sauvages de niveau inférieur au Pokémon en tête de votre équipe.","Utilisé en dehors d'un combat
:   Le dresseur passe les rencontres avec les Pokémon sauvages d'un niveau inférieur à celui du Pokémon en tête d'équipe. Cet effet prend fin après que le dresseur marche 250 pas."
77,9,"For 250 steps, prevents wild encounters of level lower than your party’s lead Pokémon.","Used outside of battle
:   Trainer will skip encounters with wild Pokémon of a lower level than the lead party Pokémon.  This effect wears off after the trainer takes 250 steps."
78,5,Transporte l'utilisateur à l'entrée extérieure d'une grotte.,"Utilisé en dehors d'un combat
:   Transporte le dresseur à l'entrée du dernier donjon visité.  Ne peut pas être utilisé à l'extérieur, dans les bâtiments, ou dans le []{location:distortion-world}, []{location:sinnoh-hall-of-origin-1}, []{location:spear-pillar}, ou []{location:turnback-cave}."
78,9,Transports user to the outside entrance of a cave.,"Used outside of battle
:   Transports the trainer to the last-entered dungeon entrance.  Cannot be used outside, in buildings, or in []{location:distortion-world}, []{location:sinnoh-hall-of-origin-1}, []{location:spear-pillar}, or []{location:turnback-cave}."
79,5,"Pendant 100 pas, empêche les rencontres sauvages de niveau inférieur au Pokémon en tête de votre équipe.","Utilisé en dehors d'un combat
:   Le dresseur passe les rencontres avec les Pokémon sauvages d'un niveau inférieur à celui du Pokémon en tête d'équipe. Cet effet prend fin après que le dresseur marche 100 pas."
79,9,"For 100 steps, prevents wild encounters of level lower than your party’s lead Pokémon.","Used outside of battle
:   Trainer will skip encounters with wild Pokémon of a lower level than the lead party Pokémon.  This effect wears off after the trainer takes 100 steps."
80,5,"Fait évoluer un Doudouvet en Farfaduvet, un Ortide en Joliflor, un Chlorobule en Farfaduvet ou un Tournegrin en Héliatronc.","Utilisé sur un Pokémon de l'équipe
:   Fait évoluer un []{pokemon:cottonee} en []{pokemon:whimsicott}, un []{pokemon:gloom} en []{pokemon:bellossom}, un []{pokemon:petilil} en []{pokemon:lilligant}, ou un []{pokemon:sunkern} en []{pokemon:sunflora}."
80,9,"Evolves a Cottonee into Whimsicott, a Gloom into Bellossom, a Petilil into Lilligant, or a Sunkern into Sunflora.","Used on a party Pokémon
:   Evolves a []{pokemon:cottonee} into []{pokemon:whimsicott}, a []{pokemon:gloom} into []{pokemon:bellossom}, a []{pokemon:petilil} into []{pokemon:lilligant}, or a []{pokemon:sunkern} into []{pokemon:sunflora}."
81,5,"Fait évoluer un Mélofée en Mélodelfe, un Rondoudou en Grodoudou, un Munna en Mushana, un Nidorina en Nidoqueen, un Nidorino en Nidoking, ou un Skitty en Delcatty.","Utilisé sur un Pokémon de l'équipe
:   Fait évoluer un []{pokemon:clefairy} en []{pokemon:clefable}, un []{pokemon:jigglypuff} en []{pokemon:wigglytuff}, un []{pokemon:munna} en []{pokemon:musharna}, un []{pokemon:nidorina} en []{pokemon:nidoqueen}, un []{pokemon:nidorino} en []{pokemon:nidoking}, ou un []{pokemon:skitty} en []{pokemon:delcatty}."
81,9,"Evolves a Clefairy into Clefable, a Jigglypuff into Wigglytuff, a Munna into Musharna, a Nidorina into Nidoqueen, a Nidorino into Nidoking, or a Skitty into Delcatty.","Used on a party Pokémon
:   Evolves a []{pokemon:clefairy} into []{pokemon:clefable}, a []{pokemon:jigglypuff} into []{pokemon:wigglytuff}, a []{pokemon:munna} into []{pokemon:musharna}, a []{pokemon:nidorina} into []{pokemon:nidoqueen}, a []{pokemon:nidorino} into []{pokemon:nidoking}, or a []{pokemon:skitty} into []{pokemon:delcatty}."
82,5,"Fait évoluer un Évoli en Pyroli, un Caninos en Arcanin, un Flamajou en Flamoutan, ou un Goupix en Feunard.","Utilisé sur un Pokémon de l'équipe
:   Fait évoluer un []{pokemon:eevee} en []{pokemon:flareon}, un []{pokemon:growlithe} en []{pokemon:arcanine}, un []{pokemon:pansear} en []{pokemon:simisear}, ou un []{pokemon:vulpix} en []{pokemon:ninetales}."
82,9,"Evolves an Eevee into Flareon, a Growlithe into Arcanine, a Pansear into Simisear, or a Vulpix into Ninetales.","Used on a party Pokémon
:   Evolves an []{pokemon:eevee} into []{pokemon:flareon}, a []{pokemon:growlithe} into []{pokemon:arcanine}, a []{pokemon:pansear} into []{pokemon:simisear}, or a []{pokemon:vulpix} into []{pokemon:ninetales}."
83,5,"Fait évoluer un Lampéroie en Ohmassacre, un Évoli en Voltali, ou un Pikachu en Raichu.","Utilisé sur un Pokémon de l'équipe
:   Fait évoluer un []{pokemon:eelektrik} en []{pokemon:eelektross}, un []{pokemon:eevee} en []{pokemon:jolteon}, ou un []{pokemon:pikachu} en []{pokemon:raichu}."
83,9,"Evolves an Eelektrik into Eelektross, an Eevee into Jolteon, or a Pikachu into Raichu.","Used on a party Pokémon
:   Evolves an []{pokemon:eelektrik} into []{pokemon:eelektross}, an []{pokemon:eevee} into []{pokemon:jolteon}, or a []{pokemon:pikachu} into []{pokemon:raichu}."
84,5,"Fait évoluer un Évoli en Aquali, un Lombre en Ludicolo, un Flotajou en Flotoutan, un Têtarte en Tartard, un Kokiyas en Crustabri, ou un Stari en Staross.","Utilisé sur un Pokémon de l'équipe
:   Fait évoluer un []{pokemon:eevee} en []{pokemon:vaporeon}, un []{pokemon:lombre} en []{pokemon:ludicolo}, un []{pokemon:panpour} en []{pokemon:simipour}, un []{pokemon:poliwhirl} en []{pokemon:poliwrath}, un []{pokemon:shellder} en []{pokemon:cloyster}, ou un []{pokemon:staryu} en []{pokemon:starmie}."
84,9,"Evolves an Eevee into Vaporeon, a Lombre into Ludicolo, a Panpour into Simipour, a Poliwhirl into Poliwrath, a Shellder into Cloyster, or a Staryu into Starmie.","Used on a party Pokémon
:   Evolves an []{pokemon:eevee} into []{pokemon:vaporeon}, a []{pokemon:lombre} into []{pokemon:ludicolo}, a []{pokemon:panpour} into []{pokemon:simipour}, a []{pokemon:poliwhirl} into []{pokemon:poliwrath}, a []{pokemon:shellder} into []{pokemon:cloyster}, or a []{pokemon:staryu} into []{pokemon:starmie}."
85,5,"Fait évoluer un Noeunoeuf en Noadkoko, un Ortide en Rafflesia, un Pifeuil en Tengalice, un Feuillajou en Feuiloutan, ou un Boustiflor en Empiflor.","Utilisé sur un Pokémon de l'équipe
:   Fait évoluer un []{pokemon:exeggcute} en []{pokemon:exeggutor}, un []{pokemon:gloom} en []{pokemon:vileplume}, un []{pokemon:nuzleaf} en []{pokemon:shiftry}, un []{pokemon:pansage} en []{pokemon:simisage}, ou un []{pokemon:weepinbell} en []{pokemon:victreebel}."
85,9,"Evolves an Exeggcute into Exeggutor, a Gloom into Vileplume, a Nuzleaf into Shiftry, a Pansage into Simisage, or a Weepinbell into Victreebel.","Used on a party Pokémon
:   Evolves an []{pokemon:exeggcute} into []{pokemon:exeggutor}, a []{pokemon:gloom} into []{pokemon:vileplume}, a []{pokemon:nuzleaf} into []{pokemon:shiftry}, a []{pokemon:pansage} into []{pokemon:simisage}, or a []{pokemon:weepinbell} into []{pokemon:victreebel}."
86,5,"Rouge Feu et Vert Feuille : Échange deux pour réapprendre des capacités apprises par montée de niveau. À vendre pour 250 Pokédollars, ou à une servante pour 500 Pokédollars",Déchet.
86,9,"Fire Red and Leaf Green: Trade two for prior Level-up moves. Sell for 250 Pokédollars, or to Hungry Maid for 500 Pokédollars.",Vendor trash.
87,5,"Rouge Feu et Vert Feuille : Échange pour réapprendre des capacités apprises par montée de niveau. À vendre pour 2500 Pokédollars, ou à une servante pour 5000 Pokédollars",Déchet.
87,9,"Fire Red and Leaf Green: Trade for prior Level-up moves. Sell for 2500 Pokédollars, or to Hungry Maid for 5000 Pokédollars.",Vendor trash.
88,5,"À vendre pour 700 Pokédollars, ou au collectionneur d'objets pour 1400 Pokédollars.",Déchet.
88,9,"Sell for 700 Pokédollars, or to Ore Collector for 1400 Pokédollars.",Vendor trash.
